,kpm,okpm,a,k,d
150,0.1219512195121951,0.0,8,3,1
151,0.1219512195121951,0.0,5,3,1
152,0.08130081300813,0.040650406504065,6,2,1
153,0.2032520325203252,0.08130081300813,7,5,0
154,0.0,0.040650406504065,9,0,2
155,0.0,0.1219512195121951,2,0,3
156,0.0,0.1219512195121951,4,0,3
157,0.040650406504065,0.08130081300813,3,1,3
158,0.08130081300813,0.2032520325203252,1,2,2
159,0.040650406504065,0.0,2,1,2
160,0.2311643835616438,0.1284246575342466,2,9,6
161,0.0513698630136986,0.0770547945205479,7,2,5
162,0.0513698630136986,0.1027397260273972,3,2,2
163,0.0770547945205479,0.2054794520547945,2,3,4
164,0.0256849315068493,0.0,3,1,3
165,0.1284246575342466,0.2311643835616438,5,5,7
166,0.0770547945205479,0.0513698630136986,9,3,2
167,0.1027397260273972,0.0513698630136986,3,4,2
168,0.2054794520547945,0.0770547945205479,4,8,2
169,0.0,0.0256849315068493,9,0,4
170,0.0352319436288901,0.1056958308866705,0,1,1
171,0.0,0.1056958308866705,1,0,3
172,0.0,0.1056958308866705,1,0,5
173,0.0,0.1761597181444509,0,0,3
174,0.0,0.0352319436288901,0,0,3
175,0.1056958308866705,0.0352319436288901,6,3,1
176,0.1056958308866705,0.0,9,3,0
177,0.1056958308866705,0.0,4,3,0
178,0.1761597181444509,0.0,6,5,1
179,0.0352319436288901,0.0,9,1,0
180,0.2577873254564983,0.0644468313641245,5,8,3
181,0.1611170784103114,0.0,11,5,2
182,0.1933404940923737,0.225563909774436,5,6,3
183,0.2577873254564983,0.0322234156820622,10,8,1
184,0.0,0.0322234156820622,22,0,2
185,0.0644468313641245,0.2577873254564983,1,2,6
186,0.0,0.1611170784103114,4,0,7
187,0.225563909774436,0.1933404940923737,3,7,1
188,0.0322234156820622,0.2577873254564983,5,1,5
189,0.0322234156820622,0.0,7,1,8
190,0.130647795318454,0.0326619488296135,3,4,1
191,0.0326619488296135,0.065323897659227,7,1,1
192,0.130647795318454,0.0,6,4,1
193,0.1633097441480675,0.0979858464888405,9,5,1
194,0.0326619488296135,0.065323897659227,9,1,4
195,0.0326619488296135,0.130647795318454,2,1,0
196,0.065323897659227,0.0326619488296135,5,2,3
197,0.0,0.130647795318454,4,0,5
198,0.0979858464888405,0.1633097441480675,4,3,3
199,0.065323897659227,0.0326619488296135,6,2,4
200,0.0507399577167019,0.0761099365750528,7,2,2
201,0.1268498942917547,0.0253699788583509,6,5,3
202,0.0761099365750528,0.0507399577167019,3,3,3
203,0.0761099365750528,0.0761099365750528,5,3,2
204,0.0,0.0253699788583509,11,0,0
205,0.0761099365750528,0.0507399577167019,2,3,3
206,0.0253699788583509,0.1268498942917547,6,1,2
207,0.0507399577167019,0.0761099365750528,4,2,2
208,0.0761099365750528,0.0761099365750528,4,3,3
209,0.0253699788583509,0.0,7,1,3
210,0.0354609929078014,0.1063829787234042,4,1,3
211,0.1063829787234042,0.1418439716312056,3,3,3
212,0.0,0.2127659574468085,0,0,3
213,0.0709219858156028,0.0709219858156028,2,2,2
214,0.0,0.0709219858156028,5,0,6
215,0.1063829787234042,0.0354609929078014,6,3,2
216,0.1418439716312056,0.1063829787234042,9,4,1
217,0.2127659574468085,0.0,5,6,0
218,0.0709219858156028,0.0709219858156028,9,2,3
219,0.0709219858156028,0.0,14,2,1
220,0.0585651537335285,0.0585651537335285,8,2,2
221,0.1756954612005856,0.0878477306002928,5,6,1
222,0.0878477306002928,0.0585651537335285,6,3,2
223,0.1464128843338213,0.0585651537335285,7,5,2
224,0.0292825768667642,0.0,9,1,2
225,0.0585651537335285,0.0585651537335285,4,2,3
226,0.0878477306002928,0.1756954612005856,2,3,3
227,0.0585651537335285,0.0878477306002928,3,2,4
228,0.0585651537335285,0.1464128843338213,4,2,4
229,0.0,0.0292825768667642,6,0,3
230,0.0246507806080525,0.0986031224322103,6,1,5
231,0.1479046836483155,0.0493015612161051,2,6,2
232,0.0493015612161051,0.1479046836483155,4,2,2
233,0.0493015612161051,0.1232539030402629,5,2,3
234,0.0246507806080525,0.0246507806080525,6,1,6
235,0.0986031224322103,0.0246507806080525,4,4,3
236,0.0493015612161051,0.1479046836483155,11,2,2
237,0.1479046836483155,0.0493015612161051,5,6,4
238,0.1232539030402629,0.0493015612161051,7,5,1
239,0.0246507806080525,0.0246507806080525,7,1,2
240,0.0,0.0329308452250274,1,0,2
241,0.0,0.1317233809001097,1,0,4
242,0.0329308452250274,0.0987925356750823,1,1,1
243,0.0329308452250274,0.1317233809001097,0,1,3
244,0.0,0.0329308452250274,1,0,3
245,0.0329308452250274,0.0,6,1,1
246,0.1317233809001097,0.0,4,4,1
247,0.0987925356750823,0.0329308452250274,3,3,0
248,0.1317233809001097,0.0329308452250274,6,4,0
249,0.0329308452250274,0.0,9,1,0
250,0.1792114695340501,0.07168458781362,5,5,4
251,0.1075268817204301,0.1075268817204301,7,3,0
252,0.03584229390681,0.0,8,1,1
253,0.2150537634408602,0.0,4,6,0
254,0.0,0.0,10,0,0
255,0.07168458781362,0.1792114695340501,2,2,4
256,0.1075268817204301,0.1075268817204301,2,3,1
257,0.0,0.03584229390681,0,0,3
258,0.0,0.2150537634408602,0,0,1
259,0.0,0.0,0,0,6
260,0.0381436745073108,0.0381436745073108,0,1,2
261,0.0762873490146217,0.0381436745073108,7,2,0
262,0.0762873490146217,0.0,3,2,0
263,0.1907183725365543,0.0,4,5,0
264,0.0381436745073108,0.0381436745073108,7,1,1
265,0.0381436745073108,0.0381436745073108,1,1,2
266,0.0381436745073108,0.0762873490146217,1,1,2
267,0.0,0.0762873490146217,1,0,3
268,0.0,0.1907183725365543,1,0,3
269,0.0381436745073108,0.0381436745073108,1,1,1
270,0.024,0.192,11,1,4
271,0.024,0.096,10,1,6
272,0.048,0.168,6,2,5
273,0.24,0.072,6,10,3
274,0.048,0.072,10,2,7
275,0.192,0.024,9,8,4
276,0.096,0.024,10,4,4
277,0.168,0.048,10,7,3
278,0.072,0.24,8,3,3
279,0.072,0.048,21,3,2
280,0.0604229607250755,0.0906344410876132,8,2,3
281,0.0604229607250755,0.0,7,2,2
282,0.120845921450151,0.1510574018126888,7,4,2
283,0.1510574018126888,0.120845921450151,7,5,3
284,0.0302114803625377,0.0604229607250755,10,1,4
285,0.0906344410876132,0.0604229607250755,4,3,3
286,0.0,0.0604229607250755,7,0,4
287,0.1510574018126888,0.120845921450151,3,5,2
288,0.120845921450151,0.1510574018126888,5,4,3
289,0.0604229607250755,0.0302114803625377,10,2,3
290,0.0,0.132061628760088,1,0,1
291,0.0440205429200293,0.0,1,1,2
292,0.0,0.2641232575201761,1,0,2
293,0.0440205429200293,0.1760821716801174,0,1,4
294,0.0,0.0,1,0,4
295,0.132061628760088,0.0,2,3,1
296,0.0,0.0440205429200293,5,0,0
297,0.2641232575201761,0.0,2,6,0
298,0.1760821716801174,0.0440205429200293,3,4,1
299,0.0,0.0,9,0,0
300,0.1000555864369093,0.1000555864369093,7,3,1
301,0.1000555864369093,0.0667037242912729,6,3,1
302,0.1667593107281823,0.0,1,5,2
303,0.0667037242912729,0.0333518621456364,4,2,0
304,0.0,0.0,8,0,2
305,0.1000555864369093,0.1000555864369093,0,3,2
306,0.0667037242912729,0.1000555864369093,2,2,2
307,0.0,0.1667593107281823,2,0,3
308,0.0333518621456364,0.0667037242912729,2,1,2
309,0.0,0.0,3,0,4
310,0.0361881785283474,0.0723763570566948,14,1,4
311,0.0723763570566948,0.1447527141133896,16,2,0
312,0.2171290711700844,0.1085645355850422,7,6,3
313,0.3618817852834741,0.0,4,10,0
314,0.0723763570566948,0.0,9,2,2
315,0.0723763570566948,0.0361881785283474,4,2,5
316,0.1447527141133896,0.0723763570566948,3,4,5
317,0.1085645355850422,0.2171290711700844,2,3,4
318,0.0,0.3618817852834741,2,0,2
319,0.0,0.0723763570566948,1,0,5
320,0.0540784136998648,0.0270392068499324,9,2,2
321,0.0540784136998648,0.0,6,2,1
322,0.0811176205497972,0.0,5,3,1
323,0.2974312753492564,0.1081568273997296,4,11,0
324,0.0270392068499324,0.0540784136998648,12,1,3
325,0.0270392068499324,0.0540784136998648,6,1,3
326,0.0,0.0540784136998648,7,0,4
327,0.0,0.0811176205497972,5,0,3
328,0.1081568273997296,0.2974312753492564,1,4,4
329,0.0540784136998648,0.0270392068499324,2,2,5
330,0.0,0.035799522673031,5,0,2
331,0.1789976133651551,0.035799522673031,2,5,1
332,0.0,0.071599045346062,4,0,1
333,0.107398568019093,0.0,5,3,0
334,0.107398568019093,0.0,7,3,0
335,0.035799522673031,0.0,1,1,4
336,0.035799522673031,0.1789976133651551,3,1,3
337,0.071599045346062,0.0,0,2,0
338,0.0,0.107398568019093,1,0,1
339,0.0,0.107398568019093,1,0,3
340,0.0908632004038364,0.0302877334679454,1,3,1
341,0.0302877334679454,0.0908632004038364,3,1,2
342,0.1514386673397274,0.0302877334679454,4,5,0
343,0.1514386673397274,0.0,2,5,1
344,0.0,0.0,7,0,1
345,0.0302877334679454,0.0908632004038364,3,1,3
346,0.0908632004038364,0.0302877334679454,2,3,3
347,0.0302877334679454,0.1514386673397274,0,1,3
348,0.0,0.1514386673397274,3,0,2
349,0.0,0.0,3,0,3
350,0.0743494423791821,0.1486988847583643,6,3,1
351,0.0743494423791821,0.0247831474597273,9,3,3
352,0.0,0.0247831474597273,10,0,3
353,0.1734820322180917,0.0991325898389095,4,7,3
354,0.0,0.0,13,0,2
355,0.1486988847583643,0.0743494423791821,5,6,3
356,0.0247831474597273,0.0743494423791821,9,1,2
357,0.0247831474597273,0.0,6,1,2
358,0.0991325898389095,0.1734820322180917,6,4,2
359,0.0,0.0,8,0,4
360,0.1362397820163487,0.0272479564032697,1,5,2
361,0.0,0.0544959128065395,4,0,1
362,0.0272479564032697,0.0272479564032697,2,1,0
363,0.0272479564032697,0.0544959128065395,3,1,1
364,0.0,0.0,4,0,2
365,0.0272479564032697,0.1362397820163487,1,1,3
366,0.0544959128065395,0.0,3,2,3
367,0.0272479564032697,0.0272479564032697,2,1,0
368,0.0544959128065395,0.0272479564032697,3,2,0
369,0.0,0.0,3,0,1
370,0.0878477306002928,0.1317715959004392,10,4,5
371,0.0878477306002928,0.0878477306002928,9,4,8
372,0.0658857979502196,0.219619326500732,13,3,2
373,0.219619326500732,0.109809663250366,7,10,7
374,0.0219619326500732,0.0219619326500732,15,1,4
375,0.1317715959004392,0.0878477306002928,7,6,5
376,0.0878477306002928,0.0878477306002928,12,4,5
377,0.219619326500732,0.0658857979502196,4,10,8
378,0.109809663250366,0.219619326500732,10,5,0
379,0.0219619326500732,0.0219619326500732,12,1,4
380,0.1583949313621964,0.1900739176346357,10,5,1
381,0.1583949313621964,0.0,8,5,1
382,0.1900739176346357,0.0316789862724392,10,6,4
383,0.2217529039070749,0.0633579725448785,4,7,1
384,0.0633579725448785,0.0316789862724392,10,2,3
385,0.1900739176346357,0.1583949313621964,2,6,4
386,0.0,0.1583949313621964,8,0,5
387,0.0316789862724392,0.1900739176346357,5,1,5
388,0.0633579725448785,0.2217529039070749,4,2,4
389,0.0316789862724392,0.0633579725448785,6,1,7
390,0.0655737704918032,0.1311475409836065,6,2,4
391,0.0983606557377049,0.0327868852459016,6,3,1
392,0.1639344262295081,0.0655737704918032,0,5,1
393,0.2295081967213114,0.1311475409836065,4,7,1
394,0.0327868852459016,0.0,11,1,4
395,0.1311475409836065,0.0655737704918032,4,4,5
396,0.0327868852459016,0.0983606557377049,3,1,4
397,0.0655737704918032,0.1639344262295081,5,2,2
398,0.1311475409836065,0.2295081967213114,1,4,4
399,0.0,0.0327868852459016,7,0,3
400,0.0,0.0237154150197628,7,0,1
401,0.1185770750988142,0.0711462450592885,8,5,4
402,0.308300395256917,0.0237154150197628,5,13,5
403,0.0948616600790513,0.1185770750988142,8,4,2
404,0.0711462450592885,0.0474308300395256,10,3,0
405,0.0237154150197628,0.0,5,1,4
406,0.0711462450592885,0.1185770750988142,7,3,7
407,0.0237154150197628,0.308300395256917,4,1,7
408,0.1185770750988142,0.0948616600790513,1,5,3
409,0.0474308300395256,0.0711462450592885,8,2,4
410,0.0528401585204755,0.0264200792602377,6,2,2
411,0.1056803170409511,0.0528401585204755,5,4,1
412,0.23778071334214,0.0528401585204755,4,9,2
413,0.1321003963011889,0.0792602377807133,6,5,1
414,0.0,0.0264200792602377,9,0,3
415,0.0264200792602377,0.0528401585204755,2,1,2
416,0.0528401585204755,0.1056803170409511,2,2,2
417,0.0528401585204755,0.23778071334214,3,2,6
418,0.0792602377807133,0.1321003963011889,3,3,4
419,0.0264200792602377,0.0,6,1,6
420,0.0559962669155389,0.0839944003733084,3,2,4
421,0.0559962669155389,0.1119925338310779,5,2,5
422,0.0279981334577694,0.2519832011199253,4,1,3
423,0.0839944003733084,0.1399906672888474,5,3,5
424,0.0279981334577694,0.0,8,1,4
425,0.0839944003733084,0.0559962669155389,8,3,1
426,0.1119925338310779,0.0559962669155389,13,4,2
427,0.2519832011199253,0.0279981334577694,8,9,0
428,0.1399906672888474,0.0839944003733084,13,5,2
429,0.0,0.0279981334577694,14,0,4
430,0.1274561869357408,0.0318640467339352,5,4,1
431,0.0637280934678704,0.0318640467339352,7,2,1
432,0.0318640467339352,0.0637280934678704,7,1,1
433,0.0955921402018056,0.0318640467339352,5,3,0
434,0.0637280934678704,0.0,7,2,2
435,0.0318640467339352,0.1274561869357408,2,1,3
436,0.0318640467339352,0.0637280934678704,3,1,3
437,0.0637280934678704,0.0318640467339352,2,2,2
438,0.0318640467339352,0.0955921402018056,1,1,3
439,0.0,0.0637280934678704,2,0,1
440,0.0674157303370786,0.0,2,2,1
441,0.0337078651685393,0.0337078651685393,6,1,0
442,0.1348314606741573,0.0674157303370786,6,4,1
443,0.1011235955056179,0.0337078651685393,3,3,2
444,0.0,0.0,8,0,0
445,0.0,0.0674157303370786,1,0,2
446,0.0337078651685393,0.0337078651685393,1,1,2
447,0.0674157303370786,0.1348314606741573,0,2,1
448,0.0337078651685393,0.1011235955056179,2,1,1
449,0.0,0.0,1,0,4
450,0.064343163538874,0.064343163538874,3,2,3
451,0.032171581769437,0.032171581769437,5,1,2
452,0.128686327077748,0.1608579088471849,3,4,4
453,0.064343163538874,0.225201072386059,6,2,2
454,0.0,0.0,6,0,4
455,0.064343163538874,0.064343163538874,5,2,2
456,0.032171581769437,0.032171581769437,12,1,2
457,0.1608579088471849,0.128686327077748,7,5,2
458,0.225201072386059,0.064343163538874,5,7,1
459,0.0,0.0,11,0,2
460,0.1364256480218281,0.0818553888130968,5,5,2
461,0.0,0.0545702592087312,15,0,4
462,0.1364256480218281,0.0272851296043656,7,5,1
463,0.1909959072305593,0.1364256480218281,7,7,1
464,0.0272851296043656,0.0,10,1,4
465,0.0818553888130968,0.1364256480218281,2,3,3
466,0.0545702592087312,0.0,7,2,4
467,0.0272851296043656,0.1364256480218281,8,1,3
468,0.1364256480218281,0.1909959072305593,1,5,4
469,0.0,0.0272851296043656,7,0,4
470,0.0328227571115973,0.0328227571115973,0,1,2
471,0.0328227571115973,0.0328227571115973,2,1,1
472,0.0,0.1312910284463895,1,0,3
473,0.0,0.0984682713347921,1,0,2
474,0.0328227571115973,0.0,0,1,1
475,0.0328227571115973,0.0328227571115973,3,1,0
476,0.0328227571115973,0.0328227571115973,5,1,0
477,0.1312910284463895,0.0,0,4,1
478,0.0984682713347921,0.0,0,3,1
479,0.0,0.0328227571115973,3,0,1
480,0.093603744149766,0.1404056162246489,5,4,5
481,0.1170046801872074,0.046801872074883,10,5,5
482,0.1170046801872074,0.0702028081123244,8,5,5
483,0.0702028081123244,0.2574102964118565,9,3,2
484,0.0234009360374415,0.0234009360374415,13,1,6
485,0.1404056162246489,0.093603744149766,7,6,4
486,0.046801872074883,0.1170046801872074,11,2,1
487,0.0702028081123244,0.1170046801872074,10,3,2
488,0.2574102964118565,0.0702028081123244,8,11,5
489,0.0234009360374415,0.0234009360374415,12,1,6
490,0.1791808873720136,0.0511945392491467,11,7,6
491,0.1535836177474402,0.1023890784982935,7,6,1
492,0.1023890784982935,0.0767918088737201,10,4,0
493,0.0767918088737201,0.0767918088737201,8,3,3
494,0.0767918088737201,0.0,17,3,2
495,0.0511945392491467,0.1791808873720136,7,2,6
496,0.1023890784982935,0.1535836177474402,5,4,2
497,0.0767918088737201,0.1023890784982935,5,3,3
498,0.0767918088737201,0.0767918088737201,3,3,5
499,0.0,0.0767918088737201,10,0,7
500,0.0,0.1184015786877158,5,0,4
501,0.1184015786877158,0.0592007893438579,3,4,4
502,0.0296003946719289,0.1776023680315737,3,1,1
503,0.1184015786877158,0.0888011840157868,3,4,4
504,0.0592007893438579,0.0592007893438579,5,2,4
505,0.1184015786877158,0.0,7,4,2
506,0.0592007893438579,0.1184015786877158,3,2,3
507,0.1776023680315737,0.0296003946719289,7,6,1
508,0.0888011840157868,0.1184015786877158,5,3,2
509,0.0592007893438579,0.0592007893438579,8,2,3
510,0.108695652173913,0.072463768115942,3,3,1
511,0.0,0.072463768115942,4,0,3
512,0.072463768115942,0.108695652173913,1,2,1
513,0.036231884057971,0.036231884057971,0,1,2
514,0.0,0.036231884057971,4,0,2
515,0.072463768115942,0.108695652173913,6,2,1
516,0.072463768115942,0.0,3,2,2
517,0.108695652173913,0.072463768115942,5,3,1
518,0.036231884057971,0.036231884057971,4,1,1
519,0.036231884057971,0.0,6,1,1
520,0.1006711409395973,0.1006711409395973,1,3,5
521,0.1006711409395973,0.0671140939597315,1,3,2
522,0.0335570469798657,0.1006711409395973,2,1,3
523,0.0,0.2684563758389262,4,0,2
524,0.0,0.0,2,0,4
525,0.1006711409395973,0.1006711409395973,3,3,3
526,0.0671140939597315,0.1006711409395973,7,2,1
527,0.1006711409395973,0.0335570469798657,9,3,1
528,0.2684563758389262,0.0,2,8,1
529,0.0,0.0,7,0,1
530,0.1275690999291283,0.1063075832742735,3,6,1
531,0.0850460666194188,0.0212615166548547,9,4,5
532,0.0637845499645641,0.1063075832742735,7,3,6
533,0.0637845499645641,0.1063075832742735,12,3,3
534,0.0425230333097094,0.0637845499645641,10,2,4
535,0.1063075832742735,0.1275690999291283,4,5,4
536,0.0212615166548547,0.0850460666194188,12,1,6
537,0.1063075832742735,0.0637845499645641,2,5,2
538,0.1063075832742735,0.0637845499645641,8,5,4
539,0.0637845499645641,0.0425230333097094,11,3,2
540,0.1046207497820401,0.1307759372275501,4,4,3
541,0.07846556233653,0.07846556233653,5,3,4
542,0.07846556233653,0.1046207497820401,6,3,2
543,0.02615518744551,0.1830863121185701,6,1,6
544,0.05231037489102,0.07846556233653,4,2,7
545,0.1307759372275501,0.1046207497820401,7,5,3
546,0.07846556233653,0.07846556233653,10,3,3
547,0.1046207497820401,0.07846556233653,9,4,1
548,0.1830863121185701,0.02615518744551,10,7,2
549,0.07846556233653,0.05231037489102,15,3,4
550,0.1427438540840603,0.1665344964314036,9,6,3
551,0.0951625693893735,0.0951625693893735,11,4,4
552,0.1665344964314036,0.0237906423473433,8,7,4
553,0.0951625693893735,0.1427438540840603,12,4,3
554,0.0237906423473433,0.0237906423473433,15,1,5
555,0.1665344964314036,0.1427438540840603,2,7,2
556,0.0951625693893735,0.0951625693893735,11,4,6
557,0.0237906423473433,0.1665344964314036,10,1,6
558,0.1427438540840603,0.0951625693893735,7,6,4
559,0.0237906423473433,0.0237906423473433,14,1,4
560,0.0860009555661729,0.0286669851887243,6,3,3
561,0.1146679407548972,0.0860009555661729,6,4,3
562,0.1433349259436216,0.0573339703774486,9,5,0
563,0.1720019111323459,0.0860009555661729,5,6,1
564,0.0,0.0573339703774486,6,0,4
565,0.0286669851887243,0.0860009555661729,5,1,4
566,0.0860009555661729,0.1146679407548972,8,3,3
567,0.0573339703774486,0.1433349259436216,7,2,6
568,0.0860009555661729,0.1720019111323459,5,3,3
569,0.0573339703774486,0.0,6,2,2
570,0.1023017902813299,0.1534526854219949,6,4,5
571,0.0511508951406649,0.0511508951406649,7,2,4
572,0.0767263427109974,0.1278772378516624,4,3,5
573,0.0767263427109974,0.1790281329923273,5,3,3
574,0.0,0.0511508951406649,6,0,5
575,0.1534526854219949,0.1023017902813299,6,6,2
576,0.0511508951406649,0.0511508951406649,9,2,2
577,0.1278772378516624,0.0767263427109974,10,5,1
578,0.1790281329923273,0.0767263427109974,8,7,2
579,0.0511508951406649,0.0,10,2,5
580,0.1849405548216644,0.0792602377807133,4,7,2
581,0.0264200792602377,0.0,12,1,3
582,0.0792602377807133,0.0528401585204755,8,3,0
583,0.1321003963011889,0.0528401585204755,5,5,2
584,0.0,0.0528401585204755,11,0,2
585,0.0792602377807133,0.1849405548216644,3,3,4
