,kpm,okpm,a,k,d
1172,0.0390117035110533,0.2340702210663199,1,1,4
1173,0.0,0.3120936280884265,2,0,6
1174,0.0,0.0780234070221066,3,0,4
1175,0.1170351105331599,0.0390117035110533,4,3,0
1176,0.0390117035110533,0.0780234070221066,9,1,2
1177,0.2340702210663199,0.0390117035110533,11,6,0
1178,0.3120936280884265,0.0,6,8,0
1179,0.0780234070221066,0.0,11,2,2
1180,0.0658616904500548,0.0329308452250274,6,2,1
1181,0.0987925356750823,0.0329308452250274,7,3,4
1182,0.0987925356750823,0.0329308452250274,6,3,1
1183,0.0658616904500548,0.1317233809001097,3,2,0
1184,0.0,0.0329308452250274,5,0,2
1185,0.0329308452250274,0.0658616904500548,4,1,3
1186,0.0329308452250274,0.0987925356750823,5,1,2
1187,0.0329308452250274,0.0987925356750823,2,1,2
1188,0.1317233809001097,0.0658616904500548,1,4,1
1189,0.0329308452250274,0.0,2,1,2
