,k,d
540,0.0002643798946937968,0.0
541,0.0004590396646727575,7.650661077879291e-05
542,0.0,0.0016262573173150745
543,5.126370803419695e-05,0.0002050548321367878
544,0.00030924556746441095,0.00030924556746441095
545,0.000195796490891464,0.0005873894726743919
546,0.00023286283804409147,0.00023286283804409147
547,0.00036541080729024636,0.00036541080729024636
548,0.000126904203083685,0.00015863025385460622
549,0.00016897717661302906,0.0003379543532260581
550,0.00012728319916155084,0.00021213866526925137
551,0.00019900958566179742,0.00019900958566179742
552,0.0,0.0010872939439593643
553,0.00025303843353003725,8.434614451001243e-05
554,0.0001832401569948205,0.0001832401569948205
555,0.0003793181404958093,7.586362809916186e-05
556,0.00033745737758843095,9.641639359669455e-05
557,0.00033993419567981877,0.000849835489199547
558,0.00023308271581000962,6.659506166000276e-05
559,0.0001291526293189285,0.00038745788795678553
560,0.00038382027575828,0.000153528110303312
561,0.0,0.00026360307096058203
562,0.0003426907009054905,0.000456920934540654
563,0.0,0.0007846402585738857
564,0.00020154817597927603,0.00040309635195855207
565,0.00014844430808084007,0.00014844430808084007
566,0.0008109101442686592,0.0008109101442686592
567,0.0003117148681504601,0.0002493718945203681
568,0.00027620509663395086,0.0006905127415848772
569,0.0003348332887995682,0.0
570,0.0004872818974178364,0.0003898255179342691
571,0.0004979685353348647,0.000746952803002297
572,0.00019245908042279128,0.0009622954021139564
573,0.0,0.0013299747338655007
574,0.0005630037521454202,0.000750671669527227
575,0.0001799545005699195,5.9984833523306495e-05
576,0.0004804304521603765,0.0004804304521603765
577,0.0001930841692190473,4.8271042304761825e-05
578,0.0002845027609042053,0.0
579,0.0,0.0003568145406481597
580,0.00016640004505491488,0.0006656001802196595
581,0.0004732996650379109,0.00015776655501263697
582,0.00011999708969399405,7.999805979599604e-05
583,0.0,0.0001583192174091961
584,0.0,0.001425278461425979
585,0.0,0.0006649319727414685
586,0.000528363647560709,0.001056727295121418
587,0.0,0.0004878629558755216
588,0.0,0.0007758386655250891
589,0.00026172382902610753,0.0005234476580522151
590,0.0005990045952333031,0.0
591,0.00018691744590901662,0.0
592,0.00048716301556943955,0.0
593,0.00017652500514477094,0.0
594,0.0,0.000477204214534045
595,0.0,0.0002528562470073545
596,6.606765000977336e-05,6.606765000977336e-05
597,0.0,0.0002740369511296113
598,0.00023027940161456618,5.7569850403641546e-05
599,0.0,0.0018681354854625906
600,0.00017484996849513943,5.828332283171314e-05
601,0.0,0.00020862744168523092
602,0.00016968164141073654,0.0
603,0.00017136845981496803,0.0
604,0.0005487487024560452,0.0005487487024560452
605,0.00010155173957760928,0.00023695405901442165
606,0.00013556290381501669,0.00027112580763003337
607,0.0,3.5731941590650746e-05
608,2.898294679646184e-05,8.694884038938552e-05
609,0.0001331190366480395,0.000266238073296079
610,6.464025513264462e-05,9.696038269896692e-05
611,0.00020840644563484303,0.00015630483422613225
612,0.00010749274636940806,7.16618309129387e-05
613,0.0004544560338586258,0.0
614,0.0,0.00026892856810373255
615,0.0004068372026943465,0.0004068372026943465
616,9.521969796047975e-05,0.0001904393959209595
617,0.0003827593978089485,0.0003827593978089485
618,0.0011581193166153461,0.0011581193166153461
619,9.252228014660805e-05,0.0
620,0.00020913674416946966,0.0003137051162542045
621,0.00036112151240601687,0.0001203738374686723
622,0.0007128571243466549,0.0
623,0.0,0.001267698137383168
624,0.0005643167124958316,0.0
625,0.0005377265927056303,7.68180846722329e-05
626,0.00037975081059954494,7.595016211990899e-05
627,0.0004013923011551684,0.0
628,0.0,0.0
629,0.0,0.0005227217142257301
630,0.00034672834767518495,0.0008668208691879624
631,0.0,0.00021453085978748282
632,0.0,0.0006030740092419925
633,0.0,0.002636848186381377
634,0.0,0.0005339787636782765
635,0.0,0.0007414949504301786
636,0.00040332013899567194,0.00030249010424675396
637,8.414524308599441e-05,0.00016829048617198882
638,0.0006475686004613969,0.0038854116027683817
639,0.00010442153337923799,0.00010442153337923799
640,0.0004662610044030805,9.32522008806161e-05
641,0.0002679470680595645,8.931568935318816e-05
642,0.00032470609446542763,5.41176824109046e-05
643,0.0007110130703831969,0.00017775326759579923
644,0.00039470508467564824,0.0007894101693512965
645,0.0002401775529305165,0.000480355105861033
646,0.00011345659281526005,0.00034036977844578015
647,0.0,7.126644799087886e-05
648,0.0004877024216808904,0.0014631072650426714
649,6.856057256411401e-05,6.856057256411401e-05
650,0.0002639657167101071,0.0
651,0.000455488215113439,0.00013013949003241114
652,0.00023059444464763922,0.0
653,0.0,0.0007978929915470614
654,0.0,0.00030146699925138196
655,0.0004761977718349052,0.0004761977718349052
656,0.00042014868970595485,0.00031511151727946614
657,0.0,0.0007570382241601964
658,0.0002980163223888301,0.0011920652895553204
659,0.00047392942507274447,0.00018957177002909778
660,0.0,0.00035714789804915434
661,0.00037019696091809763,0.00010577056026231362
662,0.0006775272944779554,0.0
663,0.0,0.0007134248079722919
664,0.0004004052814036095,5.720075448622993e-05
665,0.0006333404953958133,0.00015833512384895332
666,0.00010443046635534598,5.221523317767299e-05
667,0.00011734858256063743,0.00011734858256063743
668,0.0,0.0004848687007474084
669,0.0,0.00010058039220269888
670,0.00012871019486874135,0.0006435509743437067
671,0.0,0.00047366549148394606
672,0.00031798448313477784,0.00019874030195923616
673,0.0,0.000782425969165948
674,6.880130060580863e-05,0.00034400650302904317
675,0.00043053690729037686,0.00025832214437422613
676,0.0004430771860189104,0.0001107692965047276
677,0.00046180122451137734,0.00018472048980455093
